pid,meta_class,meta_town_code,meta_nbhd,meta_certified_est_bldg,meta_certified_est_land,meta_cdu,meta_deed_type,char_hd_sf,char_age,char_apts,char_ext_wall,char_roof_cnst,char_rooms,char_beds,char_bsmt,char_bsmt_fin,char_heat,char_oheat,char_air,char_frpl,char_attic_type,char_fbath,char_hbath,char_tp_plan,char_tp_dsgn,char_cnst_qlty,char_site,char_gar1_size,char_gar1_cnst,char_gar1_att,char_gar1_area,char_ot_impr,char_bldg_sf,char_repair_cnd,char_use,char_type_resd,char_attic_fnsh,char_renovation,char_porch,geo_property_city,geo_property_zip,geo_tract_pop,geo_white_perc,geo_black_perc,geo_asian_perc,geo_his_perc,geo_other_perc,geo_fips,geo_municipality,geo_ohare_noise,geo_floodplain,geo_fs_flood_factor,geo_fs_flood_risk_direction,geo_withinmr100,geo_withinmr101300,geo_school_elem_district,geo_school_hs_district,econ_tax_rate,econ_midincome,ind_large_home,ind_garage,ind_arms_length
9008,278,74,74011,1065740,307440,NA,W,2928,24,NA,2,1,7,3,1,1,1,5,1,1,2,2,1,2,2,2,2,3,2,2,2,0,3239,2,1,2,1,NA,NA,CHICAGO,60610,4142,0.31313375181071945,0.5958474167069049,0.01834862385321101,0.04056011588604539,0.06422018348623854,14000,Chicago,0,0,1,0,0,0,MANIERRE,LINCOLN PARK HS,6.89,36927,FALSE,TRUE,TRUE
9009,211,71,71180,212160,55460,AV,W,3825,132,2,1,1,10,4,1,3,1,5,2,0,1,2,0,2,NA,2,2,2,1,2,2,0,2058,2,2,2,3,NA,1,CHICAGO,60647,1001,0.1008991008991009,0.00699300699300699,0,0.8121878121878122,0.08291708291708291,14000,Chicago,0,0,1,0,0,0,STOWE,NORTH-GRAND HS,6.884772382397572,39653,FALSE,TRUE,TRUE
9010,202,72,72282,23880,23430,AV,W,3125,107,NA,1,1,4,2,3,3,1,5,2,0,1,1,0,2,NA,2,2,7,NA,NA,NA,0,609,2,1,1,3,NA,NA,CHICAGO,60620,2695,0.00482374768089053,0.9810760667903524,0,0.0085343228200371,0.00927643784786642,14000,Chicago,0,0,1,0,0,0,KIPLING,HARLAN HS,6.908,51313,FALSE,FALSE,TRUE
9011,202,17,17220,208670,35400,NA,O,4165,68,NA,2,1,5,3,1,1,1,5,1,0,3,1,0,2,NA,2,2,7,NA,NA,NA,0,949,2,1,1,NA,NA,NA,EVANSTON,60202,4341,0.3625892651462797,0.34876756507717116,0.01773784842202257,0.253167472932504,0.03178991015894955,24582,Evanston,0,0,1,0,0,0,SCHOOL DISTRICT C C  65,EVANSTON TOWNSHIP HIGH SCHOOL  202,8.14,76910,FALSE,FALSE,TRUE
9012,205,12,12051,174500,29640,NA,W,6975,78,NA,3,1,8,4,1,3,1,5,1,1,3,1,1,2,NA,2,2,3,1,2,2,0,2169,2,1,2,NA,NA,NA,FLOSSMOOR,60422,5669,0.35791144822720056,0.46004586346798376,0.00970188745810548,0.15628858705239018,0.02645969306756041,26571,Flossmoor,0,0,1,0,0,0,SCHOOL DISTRICT 161,HOMEWOOD FLOSSMOOR COMM HIGH SCHOOL  233,18.42,88225,FALSE,TRUE,TRUE
9013,203,71,71410,203830,105600,NA,W,6600,94,NA,2,1,6,3,1,3,2,5,2,0,1,1,0,2,2,2,2,3,1,2,2,0,1233,2,1,1,3,NA,1,CHICAGO,60631,6872,0.8242142025611175,0.02371944121071012,0.01833527357392316,0.11044819557625143,0.04423748544819558,14000,Chicago,0,0,1,0,0,0,ONAHAN,TAFT HS,6.884772382397572,74201,FALSE,TRUE,TRUE
9014,203,16,16062,154050,35750,NA,O,7150,62,NA,3,1,5,3,4,3,1,5,2,0,3,2,0,2,NA,2,2,1,3,1,2,0,1321,2,1,1,NA,NA,NA,ELK GROVE VILLAGE,60007,4667,0.5778872937647311,0.02828369402185558,0.0923505463895436,0.26140989929290764,0.07820869937861581,23256,Elk Grove Village,0,0,1,0,0,0,SCHOOL DISTRICT C C  59,ARLINGTON HTS TWNSHP H S 214,8.349,68984,FALSE,TRUE,TRUE
9015,203,37,37130,37020,12270,NA,W,4092,70,NA,1,1,5,3,1,3,1,5,2,0,1,1,1,2,2,2,2,7,NA,NA,NA,0,1183,2,1,5,1,NA,1,HAZEL CREST,60429,2876,0.12273991655076497,0.7280945757997218,0.00556328233657858,0.13212795549374132,0.02016689847009735,33695,Hazel Crest,0,0,2,1,0,1,SCHOOL DISTRICT  152 1/2,THORNTON TOWNSHIP HIGH SCHOOL  205,26.819,36657,FALSE,FALSE,TRUE
9016,234,13,13180,170570,45440,NA,W,15147,42,NA,3,1,7,3,3,1,1,5,1,0,3,1,2,NA,NA,2,2,3,2,1,2,0,1372,2,1,4,NA,NA,NA,TINLEY PARK,60477,4291,0.7848986250291308,0.02097413190398508,0.0393847587974831,0.1412258214868329,0.01841062689349801,75484,Tinley Park,0,0,1,0,0,0,SCHOOL DISTRICT C C  146,COMMUNITY HIGH SCHOOL  228,14.44,61774,FALSE,TRUE,TRUE
9017,211,77,77013,89530,53120,NA,W,6250,112,2,1,1,8,4,2,3,1,5,2,0,2,2,0,2,2,2,2,3,1,2,2,0,1754,2,2,2,1,NA,NA,CHICAGO,60651,4487,0.01448629373746378,0.7243146868731892,0.01537775796746155,0.24582126142188543,0,14000,Chicago,0,0,1,0,0,0,BRUNSON,AUSTIN CCA HS,6.89,47875,FALSE,TRUE,TRUE
9018,203,35,35040,181880,49900,NA,W,10506,57,NA,1,1,6,3,2,3,1,5,2,1,3,1,1,NA,NA,2,2,1,1,1,2,0,1288,2,1,1,NA,NA,NA,SCHAUMBURG,60193,6476,0.6400555898702903,0.02671402100061766,0.14978381717109326,0.14854848672019766,0.05975911056207535,68003,Schaumburg,0,0,4,0,0,0,SCHOOL DISTRICT C C 54,PALATINE TOWNSHIP HIGH SCHOOL  211,9.172189655172414,83662,FALSE,TRUE,TRUE
9019,203,37,37162,91220,29400,NA,O,8400,70,NA,1,1,6,3,4,3,1,5,2,0,2,1,0,NA,NA,2,2,1,1,2,2,0,1260,2,1,1,3,NA,NA,HOMEWOOD,0-0,3910,0.429156010230179,0.46342710997442454,0.01278772378516624,0.08618925831202046,0.01687979539641944,35879,Homewood,0,0,1,0,0,0,SCHOOL DISTRICT 153,HOMEWOOD FLOSSMOOR COMM HIGH SCHOOL  233,17.218,46713,FALSE,TRUE,TRUE
9020,234,28,28088,184560,55000,NA,T,10000,35,NA,3,1,7,3,3,1,1,5,2,1,3,1,1,2,NA,2,2,4,2,1,2,0,1455,2,1,4,NA,NA,NA,ORLAND PARK,60462,7020,0.8626780626780627,0.02008547008547008,0.01039886039886039,0.0737891737891738,0.0660968660968661,56640,Orland Park,0,0,1,0,0,0,SCHOOL DISTRICT  135,CONSOLIDATED HIGH SCHOOL  230,9.413,91250,FALSE,TRUE,TRUE
9021,203,32,32120,32790,25700,NA,W,7910,66,NA,3,1,6,3,2,3,1,5,1,0,3,1,1,2,NA,2,2,1,1,2,2,0,1248,2,1,1,NA,NA,1,PARK FOREST,60466,4238,0.2418593676262388,0.7302973100519112,0,0.02760736196319018,4.7192071731949034e-4,57732,Park Forest,0,0,4,1,0,0,SCHOOL DISTRICT 163,RICH TOWNSHIP HIGH SCHOOL  227,37.326,34088,FALSE,TRUE,TRUE
9022,211,77,77013,226730,39750,NA,W,4677,104,6,2,2,320,12,1,3,2,5,2,0,3,6,0,2,NA,2,2,3,1,2,2,0,7326,2,2,3,NA,NA,NA,CHICAGO,60651,4416,0.02105978260869565,0.832427536231884,0,0.1465126811594203,0,14000,Chicago,0,0,6,1,0,0,HAY,ORR HS,6.89,22526,FALSE,TRUE,FALSE
9023,295,29,29033,207730,18300,NA,W,2928,27,NA,1,1,5,2,2,3,1,5,1,1,3,1,1,2,NA,2,2,3,1,1,1,0,2141,2,1,2,NA,NA,NA,HOFFMAN ESTATES,60010,6827,0.7694448513256189,0.01039988281822176,0.20301743078951223,0,0.03427567013329427,35411,Hoffman Estates,0,0,1,0,0,0,SCHOOL DISTRICT C C  15,PALATINE TOWNSHIP HIGH SCHOOL  211,10.023,157125,FALSE,TRUE,TRUE
9024,234,35,35040,206630,46740,GD,W,9840,47,NA,3,1,6,3,3,1,1,5,1,1,3,2,1,2,2,2,2,3,1,1,2,0,1475,2,1,4,NA,NA,NA,SCHAUMBURG,60194,4828,0.4496685998342999,0.0356255178127589,0.3740679370339685,0.11888980944490472,0.03769676884838442,68003,Schaumburg,0,0,1,0,0,0,SCHOOL DISTRICT C C 54,PALATINE TOWNSHIP HIGH SCHOOL  211,9.172189655172414,95527,FALSE,TRUE,TRUE
9025,204,72,72300,191110,33250,NA,W,3500,93,NA,2,1,7,4,1,3,2,2,2,0,1,1,0,2,2,2,2,1,1,2,2,0,1942,2,1,5,1,NA,1,CHICAGO,60643,5893,0.16714746309180384,0.7690480230782284,6.787714237230613e-4,0.05735618530459868,0.01153911420329204,14000,Chicago,0,0,1,0,0,0,ESMOND,MORGAN PARK HS,6.908,54896,FALSE,TRUE,TRUE
9026,202,22,22080,218280,46730,AV,T,6030,64,NA,2,1,4,2,1,1,1,5,1,0,1,1,0,NA,NA,2,2,3,1,2,2,0,988,2,1,1,3,NA,NA,NILES,60714,3956,0.6948938321536906,0.04322548028311426,0.1127401415571284,0.10667340748230536,0.08493427704752275,53000,Niles,0,0,1,0,0,0,SCHOOL DISTRICT C C  64,MAINE TOWNSHIP HIGH SCHOOL  207,8.738,79958,FALSE,TRUE,TRUE
9027,234,38,38010,251840,52610,NA,W,9150,50,NA,1,1,7,4,3,1,1,5,2,0,2,2,1,NA,NA,2,2,3,2,2,2,0,1755,2,1,4,3,NA,NA,MOUNT PROSPECT,60056,7037,0.5918715361659799,0.00497371038794941,0.17677987778883048,0.2181327270143527,0.0113684808867415,51089,Mount Prospect,0,0,1,0,0,1,SCHOOL DISTRICT  26,ARLINGTON HTS TWNSHP H S 214,9.89,90106,FALSE,TRUE,TRUE
9028,295,35,35101,201870,66970,NA,W,3267,31,NA,1,1,6,3,1,3,1,5,1,1,3,2,1,2,1,2,2,3,1,1,1,0,1712,2,1,2,NA,NA,2,SCHAUMBURG,60173,5591,0.5383652298336612,0.02199964228223931,0.35646574852441426,0.02504024324807726,0.11178680021463064,68003,Schaumburg,0,0,1,0,0,1,SCHOOL DISTRICT C C 54,PALATINE TOWNSHIP HIGH SCHOOL  211,9.172189655172414,95315,FALSE,TRUE,TRUE
9029,203,71,71402,213590,53940,NA,W,3720,71,NA,2,1,5,3,1,3,1,5,2,0,3,1,0,2,NA,2,2,1,1,2,2,0,1104,2,1,1,NA,NA,NA,CHICAGO,60630,4467,0.6176404745914484,0.00470114170584284,0.0861875979404522,0.2637116633087083,0.05417506156256996,14000,Chicago,0,0,1,0,0,0,PRUSSING,TAFT HS,6.894,69736,FALSE,TRUE,TRUE
9030,205,71,71081,265980,54370,NA,W,3750,102,NA,2,1,6,4,1,3,1,5,2,0,3,1,1,2,2,2,2,3,1,2,2,0,1981,2,1,2,NA,NA,1,CHICAGO,60625,4127,0.3375333171795493,0.04991519263387448,0.13472255875938938,0.38744850981342377,0.18076084322752609,14000,Chicago,0,0,6,1,0,0,VOLTA,ROOSEVELT HS,6.901516611295682,72713,FALSE,TRUE,TRUE
9031,203,70,70130,98200,33750,NA,W,3750,66,NA,2,1,6,4,1,3,1,5,2,0,3,1,0,NA,NA,2,2,7,NA,NA,NA,0,1260,2,1,1,NA,NA,NA,CHICAGO,60617,5584,0.0164756446991404,0.9618553008595988,0,0.01808739255014326,0.00716332378223495,14000,Chicago,0,0,1,0,0,0,WARREN,BOWEN HS,6.908,50426,FALSE,FALSE,TRUE
9032,234,36,36036,165820,46400,NA,W,5625,34,NA,3,1,7,3,3,1,1,5,1,0,3,1,0,2,NA,2,2,3,3,1,2,0,1346,2,1,4,NA,NA,NA,BURBANK,60459,5253,0.5935655815724348,0.02931658100133257,0.01656196459166191,0.34665905197030267,0.01846563868265753,09642,Burbank,0,0,1,0,0,0,SCHOOL DISTRICT  111,COMMUNITY HIGH SCHOOL  220,12.287,54625,FALSE,TRUE,TRUE
9033,211,72,72212,122810,50000,NA,O,6250,69,NA,2,2,20,7,1,1,1,5,2,3,3,3,2,NA,NA,2,2,3,2,2,2,0,3499,2,2,2,NA,NA,1,CHICAGO,60620,5007,5.991611743559018e-4,0.9796285200718994,0,0.00519273017775114,0.01457958857599361,14000,Chicago,0,0,1,0,0,1,FOSTER PARK,HIRSCH HS,6.873317191283292,42596,FALSE,TRUE,TRUE
9034,234,12,12061,99980,30000,NA,W,6000,59,NA,3,1,7,3,3,1,1,5,1,0,2,1,1,NA,NA,2,2,3,1,2,2,0,1209,2,1,4,3,NA,NA,CHICAGO HEIGHTS,60411,3395,0.42091310751104566,0.27952871870397644,0,0.2721649484536082,0.05478645066273932,14026,Chicago Heights,0,0,1,0,0,0,SCHOOL DISTRICT 161,BLOOM TOWNSHIP HIGH SCHOOL  206,20.272,70337,FALSE,TRUE,TRUE
9035,203,30,30010,148300,44770,NA,W,7787,56,NA,3,1,5,3,1,3,1,5,1,0,3,1,0,NA,NA,2,2,3,2,1,2,0,1068,2,1,1,NA,NA,NA,HICKORY HILLS,60457,4123,0.8452583070579675,0.00945913170021828,0.01528013582342954,0.12442396313364056,0.00557846228474411,34514,Hickory Hills,0,0,1,0,0,0,SCHOOL DISTRICT  117,CONSOLIDATED HIGH SCHOOL  230,12.137,99306,FALSE,TRUE,TRUE
9036,204,25,25082,953900,369880,NA,W,52841,29,NA,1,4,10,5,3,3,1,5,1,2,1,3,2,1,NA,1,2,4,1,1,2,0,5165,2,1,1,3,NA,1,NORTHBROOK,60062,5742,0.8650296064089168,0,0.1250435388366423,0.00731452455590386,0.00522466039707419,53481,Northbrook,0,0,4,1,0,0,SCHOOL DISTRICT 28,NORTHFIELD TOWNSHIP HIGH SCHOOL  225,7.418,140789,FALSE,TRUE,TRUE
9037,211,11,11010,210140,57330,NA,W,4410,79,2,2,1,10,4,1,3,1,5,2,0,3,2,0,2,NA,2,2,3,2,2,2,0,2644,2,2,2,NA,NA,NA,BERWYN,60402,4207,0.1713810316139767,0.0663180413596387,0.05086760161635369,0.6840979320180651,0.04397432850011885,05573,Berwyn,0,0,1,0,0,0,SCHOOL DISTRICT 98,BERWYN CICERO STICKNEY HIGH SCHOOL 201,14.144,58015,FALSE,TRUE,TRUE
9038,202,31,31034,138500,25460,NA,W,5360,95,NA,2,1,6,3,1,3,1,5,2,0,1,1,0,NA,NA,2,2,3,1,2,2,0,935,2,1,1,3,NA,1,MAYWOOD,60153,5264,0.02051671732522796,0.8077507598784195,0.0060790273556231,0.1656534954407295,0,47774,Maywood,0,0,1,0,0,0,SCHOOL DISTRICT 89,PROVISO TOWNSHIP HIGH SCHOOL 209,21.667,61250,FALSE,TRUE,TRUE
9039,203,75,75022,276060,146200,NA,W,8600,106,NA,4,1,8,5,1,1,2,5,1,0,1,4,0,2,2,2,2,4,1,2,2,164,1642,2,1,5,1,1,1,CHICAGO,60645,4236,0.4194995278564684,0.20254957507082152,0.14896128423040603,0.19711992445703497,0.06373937677053824,14000,Chicago,0,0,1,0,0,0,"ARMSTRONG, G",SULLIVAN HS,6.857803738317757,63977,FALSE,TRUE,TRUE
9040,211,77,77102,147720,36710,NA,O,3125,118,4,2,2,21,11,1,2,2,5,2,0,3,4,0,2,NA,2,2,3,2,2,2,0,4500,2,2,3,NA,NA,NA,CHICAGO,60624,1713,0.00291885580852305,0.9497956800934034,0,0.04203152364273205,0.0052539404553415,14000,Chicago,0,0,1,0,0,0,HEFFERAN,MANLEY HS,6.913,29286,FALSE,TRUE,TRUE
9041,295,77,77120,439660,39270,NA,W,1155,25,NA,2,2,6,2,2,3,1,5,1,1,3,2,1,2,2,2,2,1,2,1,1,0,1895,2,1,3,NA,NA,NA,CHICAGO,60642,3584,0.6130022321428571,0.22293526785714285,0.07868303571428571,0.05943080357142857,0.05189732142857143,14000,Chicago,0,0,7,1,0,0,OGDEN,WELLS HS,6.89,104423,FALSE,TRUE,TRUE
9042,211,71,71070,223600,60000,NA,T,3750,112,2,2,1,11,4,1,3,1,5,2,0,3,2,0,2,2,2,2,3,2,2,2,0,2456,2,2,2,NA,NA,NA,CHICAGO,60618,3273,0.3318056828597617,0.05041246562786435,0.00488848151542927,0.591811793461656,0.04216315307057745,14000,Chicago,0,0,1,0,0,0,LORCA,SCHURZ HS,6.919,47917,FALSE,TRUE,TRUE
9043,205,37,37181,67560,25500,NA,W,6800,68,NA,1,1,6,3,1,3,1,5,2,0,2,2,0,2,2,2,2,7,NA,NA,NA,0,1750,2,1,2,3,NA,NA,LANSING,60438,4816,0.5371677740863787,0.29485049833887045,0.01474252491694352,0.1532392026578073,0,42028,Lansing,0,0,1,0,0,0,SCHOOL DISTRICT 158,THORNTON TWP FRACTIONAL HIGH SCHOOL 215,19.524,54940,FALSE,FALSE,TRUE
9044,202,13,13240,67220,25730,NA,O,8577,48,NA,1,1,5,2,2,3,1,5,2,0,3,1,0,2,2,2,2,3,1,2,2,0,960,2,1,1,NA,NA,NA,COUNTRY CLUB HILLS,60478,5257,0.0831272588929047,0.8889100247289329,0,0.0199733688415446,0.00798934753661784,16691,Country Club Hills,0,0,1,0,0,0,SCHOOL DISTRICT  144,COMMUNITY HIGH SCHOOL  228,24.62,48975,FALSE,TRUE,TRUE
9045,278,18,18013,214090,63120,NA,W,10978,17,NA,1,1,8,4,1,3,1,5,1,1,3,3,1,2,1,2,2,3,1,1,1,0,2223,2,1,2,NA,NA,NA,STREAMWOOD,60107,9141,0.5479706815446888,0.02198884148342632,0.18553768734274148,0.23367246471939612,0.01684717208182912,73157,Streamwood,0,0,1,0,0,0,SCHOOL DISTRICT 46,SCHOOL DISTRICT 46,10.978,95439,FALSE,TRUE,TRUE
9046,205,22,22023,141440,41400,NA,T,6900,75,NA,2,1,5,2,1,3,1,5,2,0,2,1,0,2,NA,2,2,1,1,2,2,0,1067,2,1,2,3,NA,NA,DES PLAINES,60016,4486,0.748773963441819,0.00802496656263932,0.04079358002674989,0.16897012929112795,0.06219349086045474,19642,Des Plaines,0,0,1,0,0,0,SCHOOL DISTRICT C C  62,MAINE TOWNSHIP HIGH SCHOOL  207,9.229,84974,FALSE,TRUE,TRUE
9047,207,18,18012,181440,73120,NA,W,9750,20,NA,1,1,7,4,1,3,1,5,1,1,3,2,1,2,2,2,2,3,1,1,1,0,1859,2,1,2,NA,NA,1,BARTLETT,60103,12447,0.544629227926408,0.02024584237165582,0.26351731340885354,0.1408371495139391,0.04997188077448381,04013,Bartlett,0,0,1,0,0,0,SCHOOL DISTRICT 46,SCHOOL DISTRICT 46,11.448,97684,FALSE,TRUE,TRUE
9048,203,38,38070,244220,40620,NA,W,6500,65,NA,3,1,6,4,1,3,1,5,2,0,3,1,0,NA,NA,2,2,2,1,2,2,0,1428,2,1,1,NA,NA,NA,ARLINGTON HEIGHTS,60004,3378,0.9360568383658968,0.00177619893428063,0.02279455298993487,0.02190645352279455,0.03493191237418591,02154,Arlington Heights,0,0,1,0,0,0,SCHOOL DISTRICT 25,ARLINGTON HTS TWNSHP H S 214,9.004,117772,FALSE,TRUE,TRUE
9049,203,39,39100,190780,30000,NA,W,5000,64,NA,2,1,5,3,1,1,1,5,1,0,3,2,0,2,2,2,2,3,2,2,2,0,1082,2,1,1,NA,NA,NA,EVERGREEN PARK,60805,5352,0.5687593423019432,0.2529895366218236,1.868460388639761e-4,0.16573243647234678,0.02391629297458894,24634,Evergreen Park,0,0,1,0,0,0,SCHOOL DISTRICT  124,COMMUNITY HIGH SCHOOL  231,13.318,71316,FALSE,TRUE,TRUE
9050,202,21,21052,113990,37500,NA,W,7500,67,NA,2,1,4,2,2,3,1,5,1,0,3,1,0,2,2,2,2,3,1,2,2,0,960,2,1,1,NA,NA,NA,LYONS,60534,6225,0.4324497991967872,0.00562248995983935,0.02682730923694779,0.5288353413654618,0.01172690763052208,45434,Lyons,0,0,1,0,0,0,SCHOOL DISTRICT  103,BERWYN CICERO STICKNEY HIGH SCHOOL 201,13.204,63846,FALSE,TRUE,TRUE
9051,205,34,34020,315240,84840,NA,W,9696,91,NA,1,1,8,4,1,3,1,5,1,1,1,2,1,2,2,2,2,7,NA,NA,NA,0,1862,2,1,2,3,NA,NA,RIVERSIDE,60546,3616,0.8426438053097345,0.01161504424778761,0.00995575221238938,0.12997787610619468,0.01161504424778761,64421,Riverside,0,0,1,0,0,0,SCHOOL DISTRICT 96,RIVERSIDE BROOKFIELD HIGH SCHOOL 208,12.07,125486,FALSE,FALSE,TRUE
9052,206,73,73084,919600,238080,NA,W,3720,122,NA,2,2,10,4,1,1,2,5,2,2,3,3,2,2,2,1,2,3,1,2,2,0,3194,2,1,2,1,NA,1,CHICAGO,60613,1961,0.8301886792452831,0.01325854156042835,0.05813360530341662,0.08108108108108109,0.03467618561958185,14000,Chicago,0,0,1,0,0,0,BLAINE,LAKE VIEW HS,6.89,112292,FALSE,TRUE,TRUE
9053,206,71,71082,269320,67050,NA,W,3048,117,NA,1,1,11,5,1,3,1,5,1,0,1,3,1,2,2,2,2,3,1,2,2,0,2302,2,1,2,1,1,NA,CHICAGO,60618,3684,0.4769272529858849,0.03800217155266015,0.08523344191096634,0.3707926167209555,0.0491313789359392,14000,Chicago,0,0,4,1,0,0,VON LINNE,SCHURZ HS,6.915,70234,FALSE,TRUE,TRUE
9054,203,77,77170,510710,132130,NA,W,2904,130,NA,2,1,7,3,1,1,1,5,2,0,1,3,0,2,2,2,2,3,1,2,2,0,1588,2,1,5,1,NA,NA,CHICAGO,60622,1215,0.805761316872428,0.04362139917695473,0.06419753086419754,0.04444444444444444,0.08395061728395062,14000,Chicago,0,0,1,0,0,0,BURR,WELLS HS,6.89,124141,FALSE,TRUE,TRUE
9055,204,22,22120,555090,106920,AV,W,11880,99,NA,1,1,7,3,1,1,1,5,1,1,1,1,1,2,2,2,2,3,1,2,2,0,3100,2,1,5,1,NA,3,PARK RIDGE,60068,3998,0.9139569784892446,0.00475237618809404,0.02551275637818909,0.02901450725362681,0.04377188594297149,57875,Park Ridge,0,0,1,0,0,0,SCHOOL DISTRICT C C  64,MAINE TOWNSHIP HIGH SCHOOL  207,8.938,125764,FALSE,TRUE,TRUE
9056,205,25,25132,312550,91870,NA,T,7500,74,NA,2,1,6,3,1,3,1,5,1,1,3,1,1,2,NA,2,2,1,2,1,1,162,1862,2,1,2,NA,NA,NA,NORTHBROOK,60062,4687,0.8344356731384681,0.0061873266481758,0.11179859184979732,0.03050992105824621,0.03072327714956262,53481,Northbrook,0,0,1,0,0,0,SCHOOL DISTRICT 28,NORTHFIELD TOWNSHIP HIGH SCHOOL  225,7.418,109821,FALSE,TRUE,TRUE
9057,203,11,11020,163440,30710,NA,W,3150,59,NA,2,1,5,3,1,1,1,5,1,0,1,1,1,2,2,2,2,3,1,2,2,0,1100,2,1,1,3,NA,NA,BERWYN,60402,5462,0.28890516294397656,0.03075796411570853,0.04998169168802637,0.6094837056023434,0.03698279018674478,05573,Berwyn,0,0,1,0,0,0,SCHOOL DISTRICT 98,BERWYN CICERO STICKNEY HIGH SCHOOL 201,14.144,66771,FALSE,TRUE,TRUE
9058,211,11,11040,167630,49980,NA,W,4650,101,2,1,1,8,4,3,3,1,5,2,0,3,2,0,2,2,2,2,3,1,2,2,0,1935,2,2,2,NA,NA,NA,BERWYN,60402,6762,0.18944099378881987,0.04406980183377699,0.0227743271221532,0.7278911564625851,0.02854185152321798,05573,Berwyn,0,0,1,0,0,0,SCHOOL DISTRICT  100,BERWYN CICERO STICKNEY HIGH SCHOOL 201,15.456,60687,FALSE,TRUE,TRUE
9059,203,37,37101,47900,21420,NA,O,5712,63,NA,3,1,5,3,2,3,1,5,2,0,2,1,0,NA,NA,2,2,3,1,2,2,0,1147,2,1,1,3,NA,NA,CALUMET CITY,60409,5676,0.13178294573643412,0.6321353065539113,0,0.2225158562367865,0.02713178294573643,10487,Calumet City,0,0,3,1,0,0,SCHOOL DISTRICT 157,THORNTON TWP FRACTIONAL HIGH SCHOOL 215,25.497,39375,FALSE,TRUE,TRUE
9060,203,71,71430,270410,46500,NA,W,3720,69,NA,2,1,6,3,1,3,1,5,2,0,1,1,0,2,NA,2,2,3,1,2,2,0,1800,2,1,5,1,NA,1,CHICAGO,60656,4789,0.7053664648152015,0.01106702860722489,0.06890791396951347,0.20526205888494467,0.01879306744623094,14000,Chicago,1,0,1,0,0,0,GARVY,TAFT HS,6.884772382397572,75601,FALSE,TRUE,TRUE
9061,203,35,35040,189470,47020,NA,W,9901,60,NA,3,1,7,4,2,3,2,5,2,1,3,2,1,NA,NA,2,2,2,1,2,2,0,1789,2,1,1,NA,NA,NA,SCHAUMBURG,60193,6476,0.6400555898702903,0.02671402100061766,0.14978381717109326,0.14854848672019766,0.05975911056207535,68003,Schaumburg,0,0,1,0,0,0,SCHOOL DISTRICT C C 54,PALATINE TOWNSHIP HIGH SCHOOL  211,9.172189655172414,83662,FALSE,TRUE,TRUE
9062,203,72,72071,80100,29520,NA,W,3690,99,NA,2,1,6,3,1,1,2,5,2,0,1,1,2,2,NA,2,2,2,1,2,2,0,1328,2,1,1,3,NA,1,CHICAGO,60629,5622,0.01262895766631092,0.5499822127356813,1.7787264318747776e-4,0.4372109569548204,0,14000,Chicago,0,0,1,0,0,1,MORRILL,GAGE PARK HS,6.934,26498,FALSE,TRUE,TRUE
9063,205,71,71140,192880,71920,NA,W,4960,79,NA,2,1,6,4,1,3,1,5,2,0,3,1,1,2,NA,2,2,3,2,2,2,0,1613,2,1,2,NA,NA,NA,CHICAGO,60634,7328,0.599754366812227,0.07273471615720524,0.05499454148471616,0.26282751091703055,0.01937772925764192,14000,Chicago,0,0,1,0,0,0,BRIDGE,STEINMETZ COLLEGE PREP HS,6.894,75339,FALSE,TRUE,TRUE
9064,203,22,22030,118400,46120,NA,W,7380,66,NA,1,2,5,3,1,3,1,5,1,0,3,1,0,2,2,2,2,3,1,2,2,0,1009,2,1,1,NA,NA,NA,DES PLAINES,60018,3286,0.7325015216068168,0.01217285453438831,0.16372489348752284,0.07668898356664638,0.02982349360925137,19642,Des Plaines,0,0,1,0,0,0,SCHOOL DISTRICT C C  62,MAINE TOWNSHIP HIGH SCHOOL  207,9.229,72946,FALSE,TRUE,TRUE
9065,203,39,39101,147090,27640,NA,O,4608,64,NA,2,1,6,3,1,1,1,5,1,0,3,1,1,NA,NA,2,2,3,2,2,2,0,1339,2,1,1,NA,NA,NA,EVERGREEN PARK,60805,4428,0.3453026196928636,0.3888888888888889,0,0.22831978319783197,0.06752484191508581,24634,Evergreen Park,0,0,1,0,0,0,SCHOOL DISTRICT  124,COMMUNITY HIGH SCHOOL  231,13.318,64102,FALSE,TRUE,TRUE
9066,207,29,29060,249440,28140,NA,W,8040,35,NA,3,1,7,4,1,1,1,5,1,1,3,3,1,2,2,2,2,3,1,1,2,0,1728,2,1,2,NA,NA,NA,PALATINE,60067,6130,0.7768352365415987,0.00505709624796084,0.11745513866231648,0.06492659053833605,0.06737357259380097,57225,Palatine,0,0,1,0,0,0,SCHOOL DISTRICT C C  15,PALATINE TOWNSHIP HIGH SCHOOL  211,9.835,90685,FALSE,TRUE,TRUE
9067,205,71,71560,366390,69660,NA,W,5160,80,NA,2,1,7,3,1,3,1,5,1,0,3,1,1,2,2,2,2,3,1,2,2,0,1556,2,1,2,NA,NA,NA,CHICAGO,60630,3749,0.5116030941584423,0.00400106695118698,0.17257935449453188,0.2867431315017338,0.05014670578821019,14000,Chicago,0,0,1,0,0,0,FARNSWORTH,TAFT HS,6.894,78750,FALSE,TRUE,TRUE
